locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVH_1q21.2	HERVH_0054	oneside	chr1	149619221	149620907	-	4	1686	1255		HERVH-int	LTR7	HERVH
HML2_1q21.3	HML2_0006	internal	chr1	150605361	150607138	-	1	1777	1783		HERVK-int		HML2
HML3_1q21.3a	HML3_0013	oneside	chr1	150627052	150632192	+	3	5140	4657		HERVK9-int	MER9a3	HML3
MER61_1q21.3	MER61_0019	internal	chr1	151880430	151881588	+	2	1158	1299		MER61-int		MER61
HERVL_1q21.3	HERVL_0059	internal	chr1	152225061	152226112	-	1	1051	1055		HERVL-int		HERVL
HML3_1q21.3b	HML3_0014	prototype	chr1	152393702	152397163	-	4	3461	2320	MER9a3	HERVK9-int	MER9a3	HML3
HML3_1q21.3c	HML3_0015	prototype	chr1	154019837	154026387	+	5	6550	5281	MER9a3	HERVK9-int	MER9a3	HML3
HERV9_1q21.3	HERV9_0017	prototype	chr1	154643043	154651788	+	5	8745	5627	LTR12C	HERV9-int	LTR12C	HERV9
HERVW_1q22	HERVW_0012	internal	chr1	155592180	155606782	-	6	14602	3769		HERV17-int		HERVW
HML2_1q22	HML2_0007	prototype	chr1	155596456	155605636	-	4	9180	7242	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVK14C_1q22	HERVK14C_0002	internal	chr1	155662173	155668768	-	3	6595	7406		HERVK14C-int		HERVK14C
HML5_1q22	HML5_0002	prototype	chr1	156154094	156159504	-	6	5410	3649	LTR22C	HERVK22-int	LTR22C	HML5
HERVFH21_1q23.1	HERVFH21_0004	prototype	chr1	157243087	157249676	-	7	6589	6018	LTR21A	HERVFH21-int	LTR21A	HERVFH21
MER61_1q23.1a	MER61_0020	prototype	chr1	157334320	157336902	-	4	2582	1881	MER61A	MER61-int	MER61A	MER61
HERVL_1q23.1a	HERVL_0060	prototype	chr1	157426663	157433150	-	3	6487	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
MER61_1q23.1b	MER61_0021	prototype	chr1	157468934	157474853	+	5	5919	5744	MER61A	MER61-int	MER61A	MER61
HERVL_1q23.1b	HERVL_0061	prototype	chr1	157853481	157856261	+	3	2780	2192	MLT2A2	HERVL-int	MLT2A2	HERVL
HML5_1q23.1	HML5_0003	prototype	chr1	158917349	158929434	-	9	12085	4194	LTR22C	HERVK22-int	LTR22C	HML5
MER61_1q23.1c	MER61_0022	prototype	chr1	159025837	159028842	-	5	3005	2056	MER61A	MER61-int	MER61A	MER61
HML2_1q23.3	HML2_0008	prototype	chr1	160660574	160669806	+	4	9232	7242	LTR5	HERVK-int	LTR5	HML2
HERVFRD_1q23.3	HERVFRD_0007	prototype	chr1	160686626	160695982	+	9	9356	5532	MER50	MER50-int	MER50	HERVFRD
HERV9_1q23.3a	HERV9_0018	prototype	chr1	161219919	161227619	+	5	7700	5732	LTR12F	HERV9-int	LTR12B	HERV9
HERV3_1q23.3	HERV3_0004	internal	chr1	161374450	161379549	-	7	5099	3944		HERV3-int		HERV3
HERVL_1q23.3a	HERVL_0062	prototype	chr1	161401313	161408829	-	5	7516	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV9_1q23.3b	HERV9_0019	prototype	chr1	161442620	161450084	+	5	7464	5599	LTR12D	HERV9-int	LTR12C	HERV9
HML1_1q23.3	HML1_0005	internal	chr1	161459098	161461248	+	5	2150	2019		HERVK14-int		HML1
HERVL_1q23.3b	HERVL_0063	oneside	chr1	163067685	163072134	+	3	4449	4003		HERVL-int	MLT2A1	HERVL
HERVH_1q23.3	HERVH_0055	prototype	chr1	163561098	163566319	+	6	5221	4654	LTR7	HERVH-int	LTR7	HERVH
HML2_1q24.1	HML2_0009	prototype	chr1	166574602	166580258	-	4	5656	3741	LTR5B	HERVK-int	LTR5B	HML2
HML3_1q24.2	HML3_0016	prototype	chr1	167286602	167292315	-	3	5713	4709	MER9a3	HERVK9-int	MER9a3	HML3
HERVL18_1q24.2	HERVL18_0009	prototype	chr1	168233478	168240170	-	3	6692	6045	LTR18A	HERVL18-int	LTR18A	HERVL18
HERV9_1q24.2	HERV9_0020	prototype	chr1	169630271	169638648	+	5	8377	5297	LTR12C	HERV9-int	LTR12C	HERV9
HERVH_1q24.2	HERVH_0056	prototype	chr1	169652210	169657865	+	8	5655	4538	LTR7	HERVH-int	LTR7	HERVH
MER61_1q24.3a	MER61_0023	prototype	chr1	171182975	171187925	-	4	4950	5515	MER61A	MER61-int	MER61A	MER61
HERV9_1q24.3a	HERV9_0021	prototype	chr1	171274021	171282056	+	4	8035	7083	LTR12F	HERV9-int	LTR12F	HERV9
MER61_1q24.3b	MER61_0024	prototype	chr1	172585318	172591471	+	6	6153	4749	MER61A	MER61-int	MER61A	MER61
HERVL_1q24.3	HERVL_0064	oneside	chr1	172657208	172663195	-	3	5987	5529		HERVL-int	MLT2A1	HERVL
HERV9_1q24.3b	HERV9_0022	prototype	chr1	172768168	172773560	+	5	5392	3638	LTR12_	HERV9-int	LTR12	HERV9
HERV9_1q25.1a	HERV9_0023	prototype	chr1	173337001	173345116	+	5	8115	7068	LTR12F	HERV9-int	LTR12F	HERV9
HERV9_1q25.1b	HERV9_0024	prototype	chr1	173345610	173351590	+	6	5980	4572	LTR12_	HERV9-int	LTR12_	HERV9
HERVI_1q25.1	HERVI_0004	prototype	chr1	173606389	173612174	+	3	5785	3840	LTR10C	HERVI-int	LTR10C	HERVI
MER61_1q25.1	MER61_0025	oneside	chr1	174266365	174269768	-	3	3403	2904		MER61-int	MER61A	MER61
HERV9_1q25.1c	HERV9_0025	oneside	chr1	175070211	175074709	-	5	4498	2437		HERV9-int	LTR12C	HERV9
HERV9_1q25.1d	HERV9_0026	oneside	chr1	175074778	175078158	-	2	3380	1484	LTR12C	HERV9-int		HERV9
HERVL_1q25.1	HERVL_0065	prototype	chr1	175211390	175217883	+	4	6493	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_1q25.2	MER61_0026	prototype	chr1	176065141	176071520	+	8	6379	4822	MER61B	MER61-int	MER61B	MER61
HERV9_1q25.2	HERV9_0027	prototype	chr1	177288514	177295393	+	6	6879	4434	LTR12	HERV9-int	LTR12	HERV9
HERVH_1q25.2	HERVH_0057	prototype	chr1	178009375	178015065	+	7	5690	4690	LTR7B	HERVH-int	LTR7B	HERVH
HERVW_1q25.2	HERVW_0013	oneside	chr1	178110352	178112194	-	4	1842	1511		HERV17-int	LTR17	HERVW
HERVL_1q25.2	HERVL_0066	oneside	chr1	178168858	178173479	+	3	4621	4284	MLT2A2	HERVL-int		HERVL
HML3_1q25.2	HML3_0017	prototype	chr1	178523210	178529616	-	4	6406	5475	MER9a2	HERVK9-int	MER9a2	HML3
HML6_1q25.2	HML6_0004	prototype	chr1	179406260	179412404	-	5	6144	5000	LTR3A	HERVK3-int	LTR3A	HML6
HERV9_1q25.3	HERV9_0028	oneside	chr1	181798797	181803117	+	2	4320	2740		HERV9-int	LTR12C	HERV9
MER61_1q25.3	MER61_0027	prototype	chr1	182004201	182010458	-	5	6257	4943	MER61B	MER61-int	MER61B	MER61
HERVH_1q25.3	HERVH_0058	prototype	chr1	183582344	183588508	+	8	6164	4883	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH48_1q25.3	HERVH48_0002	prototype	chr1	183671907	183678445	-	5	6538	5592	MER48	HERVH48-int	MER48	HERVH48
HERVL18_1q25.3	HERVL18_0010	prototype	chr1	184256207	184259752	+	8	3545	2264	LTR18A	HERVL18-int	LTR18A	HERVL18
HML5_1q25.3	HML5_0004	prototype	chr1	185550202	185555370	-	5	5168	3955	LTR22C	HERVK22-int	LTR22C	HML5
HERVH_1q31.1a	HERVH_0059	prototype	chr1	185917410	185923348	-	8	5938	4883	LTR7	HERVH-int	LTR7	HERVH
HERVI_1q31.1	HERVI_0005	oneside	chr1	187604730	187608435	+	3	3705	2939		HERVI-int	LTR10B1	HERVI
MER61_1q31.1a	MER61_0028	oneside	chr1	187610255	187612762	+	3	2507	2038	MER61A	MER61-int		MER61
HERVH_1q31.1b	HERVH_0060	prototype	chr1	187734639	187740032	-	9	5393	4892	LTR7	HERVH-int	LTR7	HERVH
HERV9_1q31.1	HERV9_0029	prototype	chr1	188226267	188232988	-	5	6721	4829	LTR12	HERV9-int	LTR12	HERV9
HERVL_1q31.1a	HERVL_0067	prototype	chr1	188304148	188311252	-	5	7104	5649	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_1q31.1b	HERVL_0068	oneside	chr1	188492214	188493924	+	3	1710	1152		HERVL-int	MLT2A1	HERVL
HERVL_1q31.1c	HERVL_0069	prototype	chr1	188576009	188582704	+	4	6695	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_1q31.1d	HERVL_0070	oneside	chr1	188698858	188701563	-	2	2705	2220		HERVL-int	MLT2A2	HERVL
HERVL_1q31.1e	HERVL_0071	prototype	chr1	189136573	189143368	+	4	6795	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
MER61_1q31.1b	MER61_0029	oneside	chr1	190052897	190054239	+	3	1342	774		MER61-int	MER61A	MER61
HERVL_1q31.1f	HERVL_0072	prototype	chr1	190638279	190644663	-	3	6384	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_1q31.2a	HERVL_0073	prototype	chr1	191203280	191209900	+	5	6620	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_1q31.2b	HERVL_0074	prototype	chr1	191794248	191798119	-	4	3871	1845	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_1q31.2	HERVH_0061	prototype	chr1	192947646	192949670	-	4	2024	1399	LTR7	HERVH-int	LTR7	HERVH
HERVL_1q31.2c	HERVL_0075	prototype	chr1	193344216	193353075	-	5	8859	5621	MLT2A2	HERVL-int	MLT2A2	HERVL
HERV9_1q31.3a	HERV9_0030	oneside	chr1	194391270	194396947	+	2	5677	4939	LTR12F	HERV9-int		HERV9
HERVL_1q31.3a	HERVL_0076	oneside	chr1	194731185	194735410	-	3	4225	3781	MLT2A2	HERVL-int		HERVL
HERVL_1q31.3b	HERVL_0077	oneside	chr1	194889937	194895877	+	4	5940	5205	MLT2A1	HERVL-int		HERVL
HERV9_1q31.3b	HERV9_0031	oneside	chr1	195107362	195110907	+	4	3545	2620		HERV9-int	LTR12B	HERV9
MER61_1q31.3	MER61_0030	prototype	chr1	195450399	195455436	-	6	5037	4006	MER61A	MER61-int	MER61A	MER61
HERVFRD_1q31.3	HERVFRD_0008	prototype	chr1	195701315	195708282	+	5	6967	5615	MER50	MER50-int	MER50	HERVFRD
HERVL_1q31.3c	HERVL_0078	prototype	chr1	195967476	195971158	+	4	3682	2885	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_1q31.3d	HERVL_0079	prototype	chr1	196131796	196133833	+	3	2037	1590	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL18_1q31.3	HERVL18_0011	prototype	chr1	196504740	196507888	-	11	3148	2487	LTR18A	HERVL18-int	LTR18A	HERVL18
PABLB_1q31.3a	PABLB_0002	internal	chr1	196671700	196676763	+	2	5063	5694		PABL_B-int		PABLB
PABLB_1q31.3b	PABLB_0003	internal	chr1	196838321	196842798	+	3	4477	2585		PABL_B-int		PABLB
HERVH_1q31.3	HERVH_0062	prototype	chr1	198003780	198010120	+	6	6340	5541	LTR7	HERVH-int	LTR7	HERVH
HERV9_1q32.1	HERV9_0032	prototype	chr1	199060242	199067182	+	6	6940	7196	LTR12	HERV9-int	LTR12	HERV9
HML5_1q32.1	HML5_0005	prototype	chr1	203395990	203398710	-	4	2720	1291	LTR22A	HERVK22-int	LTR22A	HML5
HERVL_1q32.1	HERVL_0080	prototype	chr1	204203700	204210301	+	4	6601	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HML3_1q32.1a	HML3_0018	oneside	chr1	205745891	205747213	-	2	1322	922		HERVK9-int	MER9a1	HML3
HML1_1q32.1	HML1_0006	oneside	chr1	205826691	205831700	+	3	5009	4410	LTR14B	HERVK14-int		HML1
HERVK14C_1q32.1	HERVK14C_0003	internal	chr1	205831878	205833355	+	1	1477	2230		HERVK14C-int		HERVK14C
HERVW_1q32.1	HERVW_0014	oneside	chr1	205835459	205844935	-	7	9476	7031		HERV17-int	LTR17	HERVW
HERVH_1q32.1a	HERVH_0063	oneside	chr1	205840873	205844220	+	6	3347	2839		HERVH-int	LTR7B	HERVH
HERVH_1q32.1b	HERVH_0064	prototype	chr1	205853703	205859552	-	7	5849	5227	LTR7B	HERVH-int	LTR7B	HERVH
HML3_1q32.1b	HML3_0019	prototype	chr1	205859818	205865288	+	5	5470	4453	MER9a2	HERVK9-int	MER9a2	HML3
HERVL18_1q32.2	HERVL18_0012	prototype	chr1	207594226	207598983	-	5	4757	3215	LTR18B	HERVL18-int	LTR18B	HERVL18
HML2_1q32.2	HML2_0010	oneside	chr1	207808456	207812636	-	4	4180	3256		HERVK-int	LTR5_Hs	HML2
HERVH_1q32.2a	HERVH_0065	prototype	chr1	209622149	209627347	+	8	5198	4289	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q32.2b	HERVH_0066	prototype	chr1	210284434	210289552	-	6	5118	4648	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q32.2c	HERVH_0067	prototype	chr1	210360948	210369023	+	6	8075	7199	LTR7B	HERVH-int	LTR7B	HERVH
HERV9_1q32.2	HERV9_0033	prototype	chr1	211394426	211402851	+	5	8425	5559	LTR12_	HERV9-int	LTR12_	HERV9
HERVW_1q32.3a	HERVW_0015	oneside	chr1	212029139	212031215	-	3	2076	1803		HERV17-int	LTR17	HERVW
HERVW_1q32.3b	HERVW_0016	internal	chr1	212031215	212032263	+	1	1048	1048		HERV17-int		HERVW
HERVH_1q32.3a	HERVH_0068	oneside	chr1	213017152	213020148	+	5	2996	2513		HERVH-int	LTR7B	HERVH
HERVH_1q32.3b	HERVH_0069	prototype	chr1	213083349	213088023	+	8	4674	3761	LTR7	HERVH-int	LTR7	HERVH
HML3_1q32.3a	HML3_0020	oneside	chr1	213198830	213204444	-	2	5614	5235		HERVK9-int	MER9a1	HML3
HML3_1q32.3b	HML3_0021	oneside	chr1	213204508	213205783	-	2	1275	784	MER9a1	HERVK9-int		HML3
HERVH_1q41a	HERVH_0070	prototype	chr1	215583459	215589026	-	8	5567	4703	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q41b	HERVH_0071	prototype	chr1	216181484	216187211	+	9	5727	4884	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q41c	HERVH_0072	prototype	chr1	216318942	216326030	+	6	7088	6235	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q41d	HERVH_0073	oneside	chr1	218767651	218773407	-	8	5756	5203	LTR7	HERVH-int		HERVH
HERVH_1q41e	HERVH_0074	oneside	chr1	222121122	222125444	+	3	4322	3621	LTR7C	HERVH-int		HERVH
HERVH_1q41f	HERVH_0075	prototype	chr1	222139265	222144975	+	8	5710	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_1q41g	HERVH_0076	prototype	chr1	222146419	222152299	-	8	5880	4889	LTR7	HERVH-int	LTR7	HERVH
HML6_1q41	HML6_0005	prototype	chr1	223090182	223092959	+	7	2777	1754	LTR3B	HERVK3-int	LTR3B	HML6
HERVH_1q41h	HERVH_0077	prototype	chr1	223197737	223203498	-	8	5761	4890	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.12a	HERVH_0078	prototype	chr1	225027637	225033784	-	7	6147	5378	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.12b	HERVH_0079	prototype	chr1	225073159	225081252	+	5	8093	7258	LTR7B	HERVH-int	LTR7B	HERVH
HML5_1q42.12	HML5_0006	prototype	chr1	225409361	225416973	+	6	7612	5293	LTR22C	HERVK22-int	LTR22C	HML5
HML1_1q42.12	HML1_0007	prototype	chr1	225979252	225989093	-	9	9841	6261	LTR14B	HERVK14-int	LTR14B	HML1
MER61_1q42.12	MER61_0031	prototype	chr1	226798890	226804323	-	8	5433	5621	MER61A	MER61-int	MER61A	MER61
HERVH_1q42.13a	HERVH_0080	prototype	chr1	227021203	227026105	+	5	4902	3952	LTR7C	HERVH-int	LTR7C	HERVH
HERV3_1q42.13	HERV3_0005	oneside	chr1	227743886	227746050	+	2	2164	1578		HERV3-int	LTR61	HERV3
HERVW_1q42.13	HERVW_0017	prototype	chr1	227812214	227821260	-	5	9046	7001	LTR17	HERV17-int	LTR17	HERVW
HERVH48_1q42.13	HERVH48_0003	prototype	chr1	227823265	227829050	-	4	5785	5123	MER48	HERVH48-int	MER48	HERVH48
HERVL_1q42.13	HERVL_0081	internal	chr1	228438369	228440791	-	1	2422	2463		HERVL-int		HERVL
HERVH_1q42.13b	HERVH_0081	prototype	chr1	228812305	228818438	-	8	6133	5550	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_1q42.13c	HERVH_0082	prototype	chr1	229083170	229087634	+	9	4464	3670	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_1q42.13d	HERVH_0083	prototype	chr1	229310004	229315923	+	9	5919	4883	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.13e	HERVH_0084	prototype	chr1	229548164	229554412	+	8	6248	5417	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.2a	HERVH_0085	prototype	chr1	230736961	230744840	+	5	7879	7005	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.2b	HERVH_0086	prototype	chr1	231965417	231971394	-	8	5977	5384	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.2c	HERVH_0087	prototype	chr1	232253860	232259691	+	8	5831	4883	LTR7	HERVH-int	LTR7	HERVH
HERVL_1q42.2	HERVL_0082	oneside	chr1	232332297	232337384	-	3	5087	4632		HERVL-int	MLT2A1	HERVL
HERVH_1q42.2d	HERVH_0088	prototype	chr1	232365374	232370745	-	9	5371	4465	LTR7	HERVH-int	LTR7	HERVH
HERVH_1q42.2e	HERVH_0089	prototype	chr1	233819194	233824950	-	7	5756	4235	LTR7	HERVH-int	LTR7	HERVH
MER61_1q42.2a	MER61_0032	oneside	chr1	233860970	233865483	-	3	4513	3876		MER61-int	MER61B	MER61
MER61_1q42.2b	MER61_0033	oneside	chr1	233865787	233867240	-	3	1453	1224	MER61B	MER61-int		MER61
HERVI_1q42.3	HERVI_0006	prototype	chr1	235833403	235838870	+	4	5467	2766	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVH_1q43a	HERVH_0090	prototype	chr1	237095616	237101222	-	7	5606	4674	LTR7B	HERVH-int	LTR7B	HERVH
HML4_1q43	HML4_0002	oneside	chr1	238078574	238082289	+	4	3715	2461	LTR13	HERVK13-int		HML4
MER61_1q43	MER61_0034	prototype	chr1	238644459	238649445	-	4	4986	4666	MER61A	MER61-int	MER61A	MER61
HML2_1q43	HML2_0011	oneside	chr1	238925594	238927773	-	2	2179	1188		HERVK-int	LTR5B	HML2
HERVL_1q43a	HERVL_0083	oneside	chr1	239202277	239203883	+	2	1606	1066		HERVL-int	MLT2A2	HERVL
HERVH_1q43b	HERVH_0091	prototype	chr1	239264535	239270362	+	8	5827	4893	LTR7	HERVH-int	LTR7	HERVH
PABLB_1q43	PABLB_0004	internal	chr1	240146619	240149467	-	3	2848	1733		PABL_B-int		PABLB
HERVH_1q43c	HERVH_0092	prototype	chr1	241597188	241603182	+	6	5994	5261	LTR7	HERVH-int	LTR7	HERVH
HML5_1q43	HML5_0007	prototype	chr1	242374489	242380094	+	5	5605	3767	LTR22B	HERVK22-int	LTR22B	HML5
HERVL_1q43b	HERVL_0084	internal	chr1	243025107	243028423	+	4	3316	3020		HERVL-int		HERVL
HERVFRD_1q44	HERVFRD_0009	oneside	chr1	244466381	244470086	+	3	3705	3007	MER50	MER50-int		HERVFRD
HERVH48_1q44a	HERVH48_0004	oneside	chr1	246768710	246770121	-	2	1411	860		HERVH48-int	MER48	HERVH48
HERVH48_1q44b	HERVH48_0005	prototype	chr1	246798017	246803401	-	4	5384	3431	MER48	HERVH48-int	MER48	HERVH48
PABLB_1q44	PABLB_0005	internal	chr1	247034133	247036068	+	2	1935	1160		PABL_B-int		PABLB
HML3_1q44	HML3_0022	prototype	chr1	247187962	247193476	+	5	5514	4550	MER9a1	HERVK9-int	MER9a1	HML3
HERVK14C_1q44	HERVK14C_0004	oneside	chr1	247269329	247274482	+	5	5153	4838		HERVK14C-int	LTR14C	HERVK14C
HERVH48_1q44c	HERVH48_0006	prototype	chr1	247449442	247454164	+	4	4722	3975	MER48	HERVH48-int	MER48	HERVH48
HERVL_1q44	HERVL_0085	prototype	chr1	247868323	247873629	-	4	5306	4634	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_1q44	HERVH_0093	oneside	chr1	248500011	248504408	-	5	4397	4067	LTR7	HERVH-int		HERVH
HML6_1q44a	HML6_0006	prototype	chr1	248594975	248597764	+	4	2789	1165	LTR3B_	HERVK3-int	LTR3B_	HML6
HML6_1q44b	HML6_0007	prototype	chr1	248820906	248823653	-	4	2747	1151	LTR3B_	HERVK3-int	LTR3B_	HML6
HERVW_2p25.3	HERVW_0018	prototype	chr2	153395	160782	-	7	7387	5715	LTR17	HERV17-int	LTR17	HERVW
HERVFRD_2p25.3	HERVFRD_0010	oneside	chr2	822364	825511	+	6	3147	2106		MER50-int	MER50	HERVFRD
HERVL_2p25.3a	HERVL_0086	prototype	chr2	1288734	1290635	-	3	1901	1435	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_2p25.3b	HERVL_0087	oneside	chr2	2680435	2683453	+	2	3018	2549		HERVL-int	MLT2A1	HERVL
HERVH_2p25.3	HERVH_0094	prototype	chr2	3863138	3868930	-	6	5792	5251	LTR7	HERVH-int	LTR7	HERVH
HERVL_2p25.3c	HERVL_0088	prototype	chr2	4104358	4110917	+	4	6559	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_2p25.2	HERVL_0089	prototype	chr2	4531702	4538237	-	4	6535	5650	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_2p25.2	HERVH_0095	prototype	chr2	5140901	5146863	+	7	5962	5049	LTR7	HERVH-int	LTR7	HERVH
HERVL_2p25.1	HERVL_0090	oneside	chr2	7436276	7438911	-	2	2635	2106		HERVL-int	MLT2A2	HERVL
HERVH_2p25.1	HERVH_0096	prototype	chr2	8012836	8019022	-	10	6186	5256	LTR7	HERVH-int	LTR7	HERVH
HERV9_2p25.1	HERV9_0034	prototype	chr2	9034776	9043380	-	5	8604	5644	LTR12D	HERV9-int	LTR12D	HERV9
HERVH48_2p25.1	HERVH48_0007	oneside	chr2	11565423	11566766	+	2	1343	1350		HERVH48-int	MER48	HERVH48
HERVH_2p24.3a	HERVH_0097	prototype	chr2	12709805	12715565	+	8	5760	4874	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_2p24.3b	HERVH_0098	prototype	chr2	12766460	12772383	+	7	5923	5049	LTR7	HERVH-int	LTR7	HERVH
HERVH_2p24.3c	HERVH_0099	prototype	chr2	13303883	13309849	-	10	5966	5078	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_2p24.2a	HERVL_0091	prototype	chr2	16929215	16935676	-	3	6461	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_2p24.2	HERVH_0100	prototype	chr2	16973211	16978970	-	7	5759	4648	LTR7	HERVH-int	LTR7	HERVH
HERVL_2p24.2b	HERVL_0092	oneside	chr2	17083468	17087562	-	4	4094	3344	MLT2A1	HERVL-int		HERVL
HERVW_2p24.2	HERVW_0019	prototype	chr2	17520207	17527981	+	5	7774	6330	LTR17	HERV17-int	LTR17	HERVW
MER61_2p24.2	MER61_0035	internal	chr2	18179351	18183188	+	2	3837	3769		MER61-int		MER61
HERVL_2p24.2c	HERVL_0093	oneside	chr2	19059517	19063856	+	4	4339	3865		HERVL-int	MLT2A1	HERVL
HML3_2p24.1	HML3_0023	prototype	chr2	20122507	20128272	+	6	5765	4451	MER9a2	HERVK9-int	MER9a2	HML3
HERVH_2p24.1	HERVH_0101	prototype	chr2	20282322	20287884	+	5	5562	5151	LTR7	HERVH-int	LTR7	HERVH
HERVFRD_2p24.1	HERVFRD_0011	oneside	chr2	22345258	22347707	+	2	2449	1853	MER50	MER50-int		HERVFRD
HERVL_2p23.3	HERVL_0094	internal	chr2	25210922	25213560	+	1	2638	2628		HERVL-int		HERVL
HML5_2p23.3	HML5_0008	oneside	chr2	26479805	26482519	-	5	2714	807	LTR22A	HERVK22-int		HML5
HERVW_2p23.1a	HERVW_0020	oneside	chr2	30741398	30743130	+	4	1732	977		HERV17-int	LTR17	HERVW
HERVW_2p23.1b	HERVW_0021	prototype	chr2	31854222	31859227	+	8	5005	4181	LTR17	HERV17-int	LTR17	HERVW
HERV9_2p22.3	HERV9_0035	oneside	chr2	33278607	33283058	-	2	4451	2789	LTR12C	HERV9-int		HERV9
HERVW_2p22.3	HERVW_0022	prototype	chr2	33882488	33889522	+	7	7034	5771	LTR17	HERV17-int	LTR17	HERVW
MER61_2p22.3a	MER61_0036	internal	chr2	33889526	33891520	+	1	1994	1724		MER61-int		MER61
HML3_2p22.3	HML3_0024	prototype	chr2	34139103	34144590	-	5	5487	4452	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_2p22.3	HERVL_0095	internal	chr2	34530880	34531991	+	2	1111	1055		HERVL-int		HERVL
HERVH_2p22.3a	HERVH_0102	prototype	chr2	34919624	34927900	+	7	8276	3108	LTR7	HERVH-int	LTR7	HERVH
HERVH_2p22.3b	HERVH_0103	oneside	chr2	34921944	34926436	-	8	4492	4086	LTR7	HERVH-int		HERVH
HERVH_2p22.3c	HERVH_0104	prototype	chr2	35014885	35021123	+	8	6238	5558	LTR7	HERVH-int	LTR7	HERVH
HERVH_2p22.3d	HERVH_0105	prototype	chr2	35026065	35031792	-	8	5727	4891	LTR7	HERVH-int	LTR7	HERVH
HERVH_2p22.3e	HERVH_0106	prototype	chr2	35661993	35667653	-	7	5660	5094	LTR7	HERVH-int	LTR7	HERVH
MER61_2p22.3b	MER61_0037	prototype	chr2	35742235	35748565	-	7	6330	5336	MER61C	MER61-int	MER61C	MER61
HERVL18_2p22.3	HERVL18_0013	prototype	chr2	36012811	36015868	+	7	3057	2134	LTR18A	HERVL18-int	LTR18A	HERVL18
HERVH_2p22.3f	HERVH_0107	oneside	chr2	36039115	36043843	+	8	4728	4320		HERVH-int	LTR7	HERVH
HERVH_2p22.2a	HERVH_0108	prototype	chr2	36826242	36831904	+	8	5662	4890	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_2p22.2b	HERVH_0109	prototype	chr2	37608160	37612747	-	7	4587	4137	LTR7B	HERVH-int	LTR7	HERVH
HERVH_2p22.2c	HERVH_0110	prototype	chr2	38307943	38313654	-	8	5711	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL_2p22.1	HERVL_0096	prototype	chr2	40185374	40191515	-	4	6141	5660	MLT2A2	HERVL-int	MLT2A2	HERVL
HERV9_2p22.1	HERV9_0036	prototype	chr2	40899132	40905521	+	5	6389	4611	LTR12B	HERV9-int	LTR12_	HERV9
HERVH_2p22.1	HERVH_0111	prototype	chr2	41604972	41612853	+	4	7881	6875	LTR7C	HERVH-int	LTR7C	HERVH
PABLB_2p21	PABLB_0006	internal	chr2	42008650	42009825	+	1	1175	1189		PABL_B-int		PABLB
HERVH_2p21a	HERVH_0112	prototype	chr2	44245585	44251668	-	8	6083	5595	LTR7B	HERVH-int	LTR7B	HERVH
MER61_2p21	MER61_0038	internal	chr2	44671787	44673179	+	1	1392	1421		MER61-int		MER61
HERVH_2p21b	HERVH_0113	prototype	chr2	45261599	45267291	-	8	5692	4889	LTR7B	HERVH-int	LTR7B	HERVH
